PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2011 MAN;2011 VROUW;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66803;M Taalwetenschap;voltijd onderwijs;master;4;2;1;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;deeltijd onderwijs;master;4;15;3;5;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66804;M Nederlandse Taal en Cultuur;voltijd onderwijs;master;3;20;0;3;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66805;M Duitse Taal en Cultuur;voltijd onderwijs;master;0;9;0;1;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66806;M Engelse Taal en Cultuur;voltijd onderwijs;master;5;26;0;6;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66808;M Franse Taal en Cultuur;voltijd onderwijs;master;4;8;1;2;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66809;M Italiaanse Taal en Cultuur;voltijd onderwijs;master;0;4;0;0;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66810;M Spaanse Taal en Cultuur;voltijd onderwijs;master;3;31;1;8;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66811;M Portugese Taal en Cultuur;voltijd onderwijs;master;1;6;0;1;0;0;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66824;M Kunstgeschiedenis;voltijd onderwijs;master;7;31;6;6;3;3;0;0;0;0
Utrecht;0344;UTRECHT;reguliere inst.;21PD;Universiteit Utrecht;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;master;2;25;15;41;11;49;3;3;0;0
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;gezondheidszorg;n.v.t. (gezondheidszorg);55007;B Klinische Technologie (joint degree);voltijd onderwijs;bachelor;0;0;0;0;0;0;44;55;61;110
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;deeltijd onderwijs;master;2;2;3;2;6;7;5;6;7;7
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;onderwijs;universitaire lerarenopleidingen;68404;M Science Education and Communication;voltijd onderwijs;master;34;20;34;19;34;19;29;18;40;33
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);55003;B Nanobiologie (joint degree);voltijd onderwijs;bachelor;0;0;0;0;5;5;70;52;102;83
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);55003;B Nanobiologie (joint degree);voltijd onderwijs;propedeuse bachelor;0;0;38;25;53;51;22;17;5;7
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56286;B Life Science and Technology;voltijd onderwijs;bachelor;52;32;51;40;47;48;71;79;70;95
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56286;B Life Science and Technology;voltijd onderwijs;propedeuse bachelor;89;58;74;55;84;74;61;48;64;39
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;bachelor;448;320;420;369;369;361;405;444;429;460
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56951;B Bouwkunde;voltijd onderwijs;propedeuse bachelor;752;486;547;349;349;228;198;91;113;39
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56952;B Civiele Techniek;voltijd onderwijs;bachelor;515;88;465;107;539;132;867;234;1018;286
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56952;B Civiele Techniek;voltijd onderwijs;propedeuse bachelor;580;138;597;128;592;153;297;71;77;21
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;bachelor;117;13;124;12;165;6;292;21;379;22
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56953;B Electrical Engineering;voltijd onderwijs;propedeuse bachelor;172;11;215;11;222;8;102;2;52;1
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56955;B Industrieel Ontwerpen;voltijd onderwijs;bachelor;450;281;359;289;348;309;500;418;531;447
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56955;B Industrieel Ontwerpen;voltijd onderwijs;propedeuse bachelor;361;250;352;211;321;174;126;47;49;10
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56956;B Luchtvaart- en Ruimtevaarttechniek;voltijd onderwijs;bachelor;663;64;681;74;626;81;915;126;1047;149
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56956;B Luchtvaart- en Ruimtevaarttechniek;voltijd onderwijs;propedeuse bachelor;865;109;685;92;659;84;288;39;131;19
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56957;B Maritieme Techniek;voltijd onderwijs;bachelor;141;27;125;27;152;32;308;52;355;60
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56957;B Maritieme Techniek;voltijd onderwijs;propedeuse bachelor;182;31;175;30;195;31;109;19;70;10
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56959;B Technische Aardwetenschappen;voltijd onderwijs;bachelor;58;11;41;16;53;23;150;60;203;73
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56959;B Technische Aardwetenschappen;voltijd onderwijs;propedeuse bachelor;99;27;141;37;174;39;99;23;69;11
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;bachelor;233;31;241;33;267;51;501;85;576;105
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56962;B Technische Natuurkunde;voltijd onderwijs;propedeuse bachelor;278;37;264;35;302;33;103;16;36;7
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;bachelor;160;10;144;7;169;8;388;31;521;40
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56964;B Technische Informatica;voltijd onderwijs;propedeuse bachelor;301;16;340;20;367;21;194;9;106;3
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;bachelor;55;21;53;34;54;39;125;91;189;99
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56965;B Technische Wiskunde;voltijd onderwijs;propedeuse bachelor;80;49;75;42;110;58;22;9;9;2
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;bachelor;617;49;605;50;698;81;1281;153;1571;203
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;propedeuse bachelor;959;80;972;85;1090;90;474;45;268;26
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56995;B Technische Bestuurskunde;voltijd onderwijs;bachelor;244;74;194;72;218;89;370;174;455;216
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);56995;B Technische Bestuurskunde;voltijd onderwijs;propedeuse bachelor;366;99;361;118;346;130;194;59;120;23
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);59308;B Molecular Science and Technology;voltijd onderwijs;bachelor;96;34;99;31;109;43;108;39;117;39
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);59308;B Molecular Science and Technology;voltijd onderwijs;propedeuse bachelor;103;36;86;28;90;22;90;24;84;33
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60178;M Offshore and Dredging Engineering;voltijd onderwijs;master;126;7;180;12;247;26;317;37;330;47
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60179;M Engineering and Policy Analysis;voltijd onderwijs;master;47;21;53;24;53;27;57;17;55;33
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60300;M Computer Science;voltijd onderwijs;master;189;22;199;19;217;27;236;33;281;45
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60331;M Embedded Systems;voltijd onderwijs;master;72;6;77;6;83;7;100;8;125;21
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60337;M Construction Management and Engineering;voltijd onderwijs;master;39;18;69;36;113;39;126;51;145;66
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60348;M Applied Mathematics;voltijd onderwijs;master;52;26;51;20;63;21;79;42;80;50
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60349;M Architecture, Urbanism and Building Sciences;voltijd onderwijs;master;805;541;824;559;861;626;844;653;893;705
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60350;M Biochemical Engineering;voltijd onderwijs;master;2;0;0;0;0;0;0;0;0;0
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60351;M Computer Engineering;voltijd onderwijs;master;62;8;42;4;49;1;45;3;64;2
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60352;M Civil Engineering;voltijd onderwijs;master;493;139;590;155;638;188;633;228;705;274
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60353;M Electrical Engineering;voltijd onderwijs;master;172;37;174;29;207;51;262;54;304;72
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60354;M Integrated Product Design;voltijd onderwijs;master;217;74;247;94;279;99;260;116;261;137
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60355;M Design for Interaction;voltijd onderwijs;master;114;118;123;118;134;125;125;146;138;168
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60356;M Strategic Product Design;voltijd onderwijs;master;129;100;144;102;147;126;131;123;134;123
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60357;M Media and Knowledge Engineering;voltijd onderwijs;master;31;2;13;1;8;0;0;0;0;0
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60358;M Systems Engineering, Policy Analysis and Management;voltijd onderwijs;master;99;25;154;37;168;51;168;53;166;50
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60359;M Systems and Control;voltijd onderwijs;master;69;5;89;8;108;9;126;14;175;21
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60360;M Applied Earth Sciences;voltijd onderwijs;master;117;47;141;43;149;47;210;56;244;70
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60361;M Transport, Infrastructure and Logistics;voltijd onderwijs;master;51;19;73;37;82;59;105;77;102;81
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60415;M Industrial Ecology;voltijd onderwijs;master;1;1;3;4;0;4;1;1;0;0
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60436;M Applied Physics;voltijd onderwijs;master;143;38;147;31;161;32;195;39;226;39
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60437;M Chemical Engineering;voltijd onderwijs;master;62;15;71;24;92;34;106;42;130;63
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60439;M Mechanical Engineering;voltijd onderwijs;master;357;24;399;41;485;59;567;68;693;87
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60443;M Sustainable Energy Technology;voltijd onderwijs;master;174;52;216;54;206;52;183;55;203;49
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);60618;M Nanoscience;voltijd onderwijs;master;4;0;1;0;0;0;0;0;0;0
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);65011;M Nanobiology (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;0;0;8;3
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66226;M Biomedical Engineering;voltijd onderwijs;master;61;47;66;57;78;58;85;70;118;82
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66286;M Life Science and Technology;voltijd onderwijs;master;33;26;47;37;49;41;60;55;66;65
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66954;M Geomatics;voltijd onderwijs;master;12;7;11;8;19;11;26;15;30;17
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66956;M Aerospace Engineering;voltijd onderwijs;master;662;62;748;61;883;84;1017;114;1159;149
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66957;M Marine Technology;voltijd onderwijs;master;68;7;87;11;87;17;91;20;130;27
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66958;M Materials Science and Engineering;voltijd onderwijs;master;20;9;27;7;32;10;38;13;35;16
Zuid-Holland;0503;DELFT;reguliere inst.;21PF;Technische Universiteit Delft;techniek;n.v.t. (techniek);66995;M Management of Technology;voltijd onderwijs;master;117;41;121;38;129;43;143;49;151;60
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;bachelor;32;138;31;135;33;126;36;113;39;126
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;propedeuse bachelor;26;74;26;49;25;74;21;80;19;67
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;deeltijd onderwijs;bachelor;4;3;7;3;6;5;3;1;1;2
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;deeltijd onderwijs;propedeuse bachelor;3;6;0;5;2;3;0;5;1;3
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;voltijd onderwijs;bachelor;39;124;54;135;59;133;60;154;60;160
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56469;B Criminologie;voltijd onderwijs;propedeuse bachelor;70;97;43;134;60;130;56;141;41;142
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;deeltijd onderwijs;bachelor;23;54;15;46;8;45;7;25;9;18
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;deeltijd onderwijs;propedeuse bachelor;14;45;4;41;8;21;9;16;7;11
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;161;587;179;618;200;690;221;733;223;771
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;propedeuse bachelor;210;546;206;544;202;559;184;538;164;501
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;bachelor;91;67;96;87;147;117;182;172;208;182
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;propedeuse bachelor;164;118;190;136;231;190;233;177;228;171
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;deeltijd onderwijs;bachelor;2;13;1;15;2;13;2;5;1;1
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;deeltijd onderwijs;propedeuse bachelor;0;11;0;4;0;1;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;bachelor;15;380;16;384;11;331;14;340;13;341
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;propedeuse bachelor;12;270;12;257;20;289;14;256;15;237
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;bachelor;78;115;138;148;216;194;229;195;248;181
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;propedeuse bachelor;149;120;182;111;233;132;206;131;161;114
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60020;M Public Administration;voltijd onderwijs;master;146;141;93;120;74;101;84;88;98;91
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60155;M Public Administration: Institutional Change and Reform (research);voltijd onderwijs;master;1;1;1;0;1;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60156;M Cultural Anthropology and Development Sociology;voltijd onderwijs;master;9;47;8;39;15;48;11;42;11;52
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60159;M Developmental Psychopathology in Education and Child Studies (research);voltijd onderwijs;master;2;26;1;28;0;41;1;47;1;34
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60160;M Political Science Research: Institutional Analysis (research);voltijd onderwijs;master;2;3;0;1;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60203;M Political Science;voltijd onderwijs;master;57;42;64;45;65;52;69;53;58;71
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60383;M Psychology (research);voltijd onderwijs;master;20;42;23;50;26;56;19;63;23;73
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60396;M Education and Child Studies;deeltijd onderwijs;master;3;28;3;24;4;19;2;16;0;21
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60396;M Education and Child Studies;voltijd onderwijs;master;12;332;14;318;16;362;12;367;16;343
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60416;M Management Publieke Sector;voltijd onderwijs;master;0;0;30;31;44;43;71;50;75;59
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60417;M Crisis and Security Management;voltijd onderwijs;master;0;0;18;21;50;58;101;92;136;106
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60418;M Forensische Criminologie;deeltijd onderwijs;master;0;0;1;3;1;3;1;5;1;3
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60418;M Forensische Criminologie;voltijd onderwijs;master;0;0;17;55;17;91;18;70;26;73
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60419;M Criminaliteit en Rechtshandhaving;deeltijd onderwijs;master;0;0;0;0;0;1;1;1;1;1
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60419;M Criminaliteit en Rechtshandhaving;voltijd onderwijs;master;0;0;9;18;15;26;13;28;17;29
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60421;M Political Science and Public Administration (research);voltijd onderwijs;master;9;3;12;8;13;12;18;11;11;12
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60500;M European Union Studies;voltijd onderwijs;master;27;31;12;19;6;3;3;2;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66469;M Criminologie;deeltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66469;M Criminologie;voltijd onderwijs;master;21;67;0;0;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66604;M Psychology;voltijd onderwijs;master;144;569;153;598;187;702;188;793;227;840
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);06551;Geneeskunde;voltijd onderwijs;beroepsfase;65;158;45;91;32;56;21;19;15;11
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);06551;Geneeskunde;voltijd onderwijs;initi‘le opleiding;198;295;119;146;59;47;26;22;11;8
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);06551;Geneeskunde;voltijd onderwijs;propedeuse;0;1;0;1;0;0;0;0;0;0
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;bachelor;235;480;230;433;215;429;242;396;213;351
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;propedeuse bachelor;182;313;181;317;180;269;178;258;209;293
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;bachelor;41;82;31;54;34;58;41;89;40;83
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;propedeuse bachelor;27;56;36;84;27;89;18;60;18;67
Zuid-Holland;0546;LEIDEN;reguliere inst.;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;master;74;170;173;401;269;610;298;689;333;692
